_ID,_VALUE,LibType:string[],#LibComment:string,Reward:id[],LibSecond:int,LibNum:int[],Weight:int[],Follow:id[],FollowRate:int[]
,,Effect,凤梨爆弹：投掷凤梨，乘胜追击虚弱的敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_03,,1,10,None,0
,,Effect,重锤椰子：投掷椰子，攻击并眩晕看起来威胁比较大的敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_04,,1,10,None,0
,,Effect,终极香蕉：召唤终极香蕉，击溃幻灵守护者·嗒妮小姐的所有敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_05,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_ABILITY_INFERNAL_BOSS_008,61053,Effect,（迷幻困难第20层BOSS）治愈香蕉：投掷治愈香蕉，治愈并强化自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_01,5,1,10,None,0
,,Effect,森林守护：召唤森林之力，守护自身,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_02,,1,10,None,0
,,Effect,凤梨爆弹：投掷凤梨，乘胜追击虚弱的敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_03,,1,10,None,0
,,Effect,重锤椰子：投掷椰子，攻击并眩晕看起来威胁比较大的敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_04,,1,10,None,0
,,Effect,终极香蕉：召唤终极香蕉，击溃幻灵守护者·嗒妮小姐的所有敌人,DUNGEON_EFFECT_THEME_MAGICFOREST_ABILITY_DESCRIDE_05,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_001,61054,Effect,（迷幻普通第5层BOSS）迷幻之王能力描述1,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_DESCRIDE_01,2,1,10,None,0
,,Effect,每3回合扣玩家血,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_002,61055,Effect,（迷幻普通第10层BOSS）迷幻之王能力描述1,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_DESCRIDE_02,2,1,10,None,0
,,Effect,每3回合扣玩家血,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_003,61056,Effect,（迷幻普通第15层BOSS）迷幻之王能力描述1,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_DESCRIDE_03,2,1,10,None,0
,,Effect,每3回合扣玩家血,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_004,61057,Effect,（迷幻普通第20层BOSS）迷幻之王能力描述1,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_DESCRIDE_04,1,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_INFERNAL_BOSS_001,61058,Effect,（迷幻困难第5层BOSS）迷幻之王能力描述1,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_DESCRIDE_01,2,1,10,None,0
,,Effect,每3回合扣玩家血,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_INFERNAL_BOSS_002,61059,Effect,（迷幻困难第10层BOSS）迷幻之王能力描述1,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_DESCRIDE_02,2,1,10,None,0
,,Effect,每3回合扣玩家血,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_INFERNAL_BOSS_003,61060,Effect,（迷幻困难第15层BOSS）迷幻之王能力描述1,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_DESCRIDE_03,2,1,10,None,0
,,Effect,每3回合扣玩家血,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,,1,10,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_INFERNAL_BOSS_004,61061,Effect,（迷幻困难第20层BOSS）迷幻之王能力描述1,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_DESCRIDE_04,1,1,10,None,0
