_ID,_VALUE,MaxStar:int,HeroStar:int[],ItemCost1:id,ItemNum1:obsint[],ItemCost2:id[],ItemNum2:obsint[],HeroCost:id[],HeroCostNum:int[],SpecialCost:id[],CharacterPopulation:obsint[],GrowthFactor:decimal[],GrowthFactor2:decimal[],StagePotentialType:string[][],StagePotentialName:loc[][],StagePotentialNum:int[][],HeroMaxLv:int[],SkillLv:int[],SkillRarity:string[],AttrUpPercentage:int[],LevelUpTalent:id,TalentLevel:int[],LevelUpSkill1:id,SkillLevel1:int[],LevelUpSkill2:id,SkillLevel2:int[],SuperEvolvePrefabPostName:int[],TalentDes:loc[][],UnlockElement:int[],NeedLvMax:int[]
HERO_EVOLVE_STALKER_GERTIE,937,15,1,ITEM_EMBLEM_STALKER_GERTIE,60,None,0,None,0,None,15,1,1,None,LOC_NONE,0,20,1,Green,0,TALENT_COUNTER_INSTINCT,1,PASSIVE_EMERGENCY_ESCAPE,0,PASSIVE_FULL_THROTTLE,0,0,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,2,,0,ITEM_HERO_EVOLVE_STONE,250,None,0,None,15,1.1,1.1,None,LOC_NONE,0,40,2,Blue,10,,1,,0,,0,0,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,3,,0,ITEM_HERO_EVOLVE_STONE,1250,None,0,None,15,1.21,1.2,None,LOC_NONE,0,60,2,Blue,10,,1,,1,,0,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,4,,0,ITEM_HERO_EVOLVE_STONE,2000,None,0,None,15,1.67,1.3,None,LOC_NONE,0,80,2,Blue,20,,1,,1,,1,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,5,,0,ITEM_HERO_EVOLVE_STONE,4000,HERO_ISSUS,1,HERO_EVOLVE_COST_5,15,1.92,1.4,None,LOC_NONE,0,120,2,Blue,20,,2,,1,,1,1,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,6,,0,ITEM_HERO_EVOLVE_STONE,6000,None,0,HERO_EVOLVE_COST_6,15,2.3,1.5,None,LOC_NONE,0,140,2,Blue,20,,2,,2,,1,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,7,,0,ITEM_HERO_EVOLVE_STONE,15000,None,0,HERO_EVOLVE_COST_7,30,2.76,1.7,None,LOC_NONE,0,160,2,Blue,20,,2,,2,,2,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,8,,0,ITEM_HERO_EVOLVE_STONE,30000,HERO_EGGYRA_BLACK,3,HERO_EVOLVE_COST_8,30,3.31,1.9,None,LOC_NONE,0,180,3,Purple,20,,2,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,9,,0,ITEM_HERO_EVOLVE_STONE,50000,HERO_EGGYRA_BLACK,6,HERO_EVOLVE_COST_9,30,4.32,2.2,None,LOC_NONE,0,200,3,Purple,25,,3,,3,,3,2,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,10,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_BLACK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,11,,0,ITEM_HERO_EVOLVE_STONE,40000,HERO_EGGYRA_BLACK,5,HERO_EVOLVE_COST_11,30,5.7,2.5,Hp,LOC_ATTRIBUTE_HP,44000,260,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,12,,0,ITEM_HERO_EVOLVE_STONE,80000,HERO_EGGYRA_BLACK,10,HERO_EVOLVE_COST_12,30,6.2,2.5,Damage,LOC_ATTRIBUTE_DAMAGE,3040,270,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,13,,0,ITEM_HERO_EVOLVE_STONE,120000,HERO_EGGYRA_BLACK,15,HERO_EVOLVE_COST_13,30,6.8,2.5,Hp,LOC_ATTRIBUTE_HP,64000,280,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,14,,0,ITEM_HERO_EVOLVE_STONE,160000,HERO_EGGYRA_BLACK,20,HERO_EVOLVE_COST_14,30,7.5,2.5,Damage,LOC_ATTRIBUTE_DAMAGE,4560,290,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,15,,0,ITEM_HERO_EVOLVE_STONE,200000,HERO_EGGYRA_BLACK,25,HERO_EVOLVE_COST_15,30,8.3,2.5,Hp,LOC_ATTRIBUTE_HP,92000,300,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
HERO_EVOLVE_LEAK,938,15,1,ITEM_EMBLEM_LEAK,60,None,0,None,0,None,15,1,1,None,None,0,20,1,Green,0,TALENT_SKYBREAK_CLAWS,1,PASSIVE_DEATH_STICK,0,PASSIVE_CURSING,0,0,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,2,,0,ITEM_HERO_EVOLVE_STONE,250,None,0,None,15,1.1,1.1,None,None,0,40,2,Blue,10,,1,,0,,0,0,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,3,,0,ITEM_HERO_EVOLVE_STONE,1250,None,0,None,15,1.21,1.2,None,None,0,60,2,Blue,10,,1,,1,,0,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,4,,0,ITEM_HERO_EVOLVE_STONE,2000,None,0,None,15,1.67,1.3,None,None,0,80,2,Blue,20,,1,,1,,1,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,5,,0,ITEM_HERO_EVOLVE_STONE,4000,HERO_GHOSTRING,1,HERO_EVOLVE_COST_5,15,1.92,1.4,None,None,0,120,2,Blue,20,,2,,1,,1,1,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,6,,0,ITEM_HERO_EVOLVE_STONE,6000,None,0,HERO_EVOLVE_COST_6,15,2.3,1.5,None,None,0,140,2,Blue,20,,2,,2,,1,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,7,,0,ITEM_HERO_EVOLVE_STONE,15000,None,0,HERO_EVOLVE_COST_7,30,2.76,1.7,None,None,0,160,2,Blue,20,,2,,2,,2,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,8,,0,ITEM_HERO_EVOLVE_STONE,30000,HERO_EGGYRA_PAPER,3,HERO_EVOLVE_COST_8,30,3.31,1.9,None,None,0,180,3,Purple,20,,2,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,9,,0,ITEM_HERO_EVOLVE_STONE,50000,HERO_EGGYRA_PAPER,6,HERO_EVOLVE_COST_9,30,4.32,2.2,None,None,0,200,3,Purple,25,,3,,3,,3,2,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,10,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,None,0,250,4,Orange,25,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,11,,0,ITEM_HERO_EVOLVE_STONE,40000,HERO_EGGYRA_PAPER,5,HERO_EVOLVE_COST_11,30,5.7,2.5,Hp,LOC_ATTRIBUTE_HP,36630,260,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,12,,0,ITEM_HERO_EVOLVE_STONE,80000,HERO_EGGYRA_PAPER,10,HERO_EVOLVE_COST_12,30,6.2,2.5,Magic,LOC_ATTRIBUTE_MAGIC,3040,270,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,13,,0,ITEM_HERO_EVOLVE_STONE,120000,HERO_EGGYRA_PAPER,15,HERO_EVOLVE_COST_13,30,6.8,2.5,Hp,LOC_ATTRIBUTE_HP,53280,280,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,14,,0,ITEM_HERO_EVOLVE_STONE,160000,HERO_EGGYRA_PAPER,20,HERO_EVOLVE_COST_14,30,7.5,2.5,Magic,LOC_ATTRIBUTE_MAGIC,4560,290,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,15,,0,ITEM_HERO_EVOLVE_STONE,200000,HERO_EGGYRA_PAPER,25,HERO_EVOLVE_COST_15,30,8.3,2.5,Hp,LOC_ATTRIBUTE_HP,76590,300,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
HERO_EVOLVE_PYURIEL,939,15,1,ITEM_EMBLEM_PYURIEL,60,None,0,None,0,None,15,1,1,None,LOC_NONE,0,20,1,Green,0,TALENT_STRONG_FIELD,1,PASSIVE_SWEEPING_FLAMES,0,PASSIVE_FORBIDDEN_DEMOLITION,0,0,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,2,,0,ITEM_HERO_EVOLVE_STONE,250,None,0,None,15,1.1,1.1,None,LOC_NONE,0,40,2,Blue,10,,1,,0,,0,0,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,3,,0,ITEM_HERO_EVOLVE_STONE,1250,None,0,None,15,1.21,1.2,None,LOC_NONE,0,60,2,Blue,10,,1,,1,,0,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,4,,0,ITEM_HERO_EVOLVE_STONE,2000,None,0,None,15,1.67,1.3,None,LOC_NONE,0,80,2,Blue,20,,1,,1,,1,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,5,,0,ITEM_HERO_EVOLVE_STONE,4000,HERO_HIGH_ORC,1,HERO_EVOLVE_COST_5,15,1.92,1.4,None,LOC_NONE,0,120,2,Blue,20,,2,,1,,1,1,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,6,,0,ITEM_HERO_EVOLVE_STONE,6000,None,0,HERO_EVOLVE_COST_6,15,2.3,1.5,None,LOC_NONE,0,140,2,Blue,20,,2,,2,,1,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,7,,0,ITEM_HERO_EVOLVE_STONE,15000,None,0,HERO_EVOLVE_COST_7,30,2.76,1.7,None,LOC_NONE,0,160,2,Blue,20,,2,,2,,2,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,8,,0,ITEM_HERO_EVOLVE_STONE,30000,HERO_EGGYRA_ROCK,3,HERO_EVOLVE_COST_8,30,3.31,1.9,None,LOC_NONE,0,180,3,Purple,20,,2,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,9,,0,ITEM_HERO_EVOLVE_STONE,50000,HERO_EGGYRA_ROCK,6,HERO_EVOLVE_COST_9,30,4.32,2.2,None,LOC_NONE,0,200,3,Purple,25,,3,,3,,3,2,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,10,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_ROCK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,11,,0,ITEM_HERO_EVOLVE_STONE,40000,HERO_EGGYRA_ROCK,5,HERO_EVOLVE_COST_11,30,5.7,2.5,Hp,LOC_ATTRIBUTE_HP,36630,260,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,12,,0,ITEM_HERO_EVOLVE_STONE,80000,HERO_EGGYRA_ROCK,10,HERO_EVOLVE_COST_12,30,6.2,2.5,Magic,LOC_ATTRIBUTE_MAGIC,3600,270,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,13,,0,ITEM_HERO_EVOLVE_STONE,120000,HERO_EGGYRA_ROCK,15,HERO_EVOLVE_COST_13,30,6.8,2.5,Hp,LOC_ATTRIBUTE_HP,53280,280,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,14,,0,ITEM_HERO_EVOLVE_STONE,160000,HERO_EGGYRA_ROCK,20,HERO_EVOLVE_COST_14,30,7.5,2.5,Magic,LOC_ATTRIBUTE_MAGIC,5400,290,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,15,,0,ITEM_HERO_EVOLVE_STONE,200000,HERO_EGGYRA_ROCK,25,HERO_EVOLVE_COST_15,30,8.3,2.5,Hp,LOC_ATTRIBUTE_HP,76590,300,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
HERO_EVOLVE_ANNIVERSARY_PORING,940,15,1,ITEM_EMBLEM_ANNIVERSARY_PORING,60,None,0,None,0,None,15,1,1,None,None,0,20,1,Green,0,TALENT_FESTIVE_MOOD,1,PASSIVE_CRISP_BISCUIT,0,PASSIVE_SOFTY_CREAM,0,0,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,2,,0,ITEM_HERO_EVOLVE_STONE,250,None,0,None,15,1.1,1.1,None,None,0,40,2,Blue,10,,1,,0,,0,0,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,3,,0,ITEM_HERO_EVOLVE_STONE,1250,None,0,None,15,1.21,1.2,None,None,0,60,2,Blue,10,,1,,1,,0,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,4,,0,ITEM_HERO_EVOLVE_STONE,2000,None,0,None,15,1.67,1.3,None,None,0,80,2,Blue,20,,1,,1,,1,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,5,,0,ITEM_HERO_EVOLVE_STONE,4000,HERO_MASTERING,1,HERO_EVOLVE_COST_5,15,1.92,1.4,None,None,0,120,2,Blue,20,,2,,1,,1,1,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,6,,0,ITEM_HERO_EVOLVE_STONE,6000,None,0,HERO_EVOLVE_COST_6,15,2.3,1.5,None,None,0,140,2,Blue,20,,2,,2,,1,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,7,,0,ITEM_HERO_EVOLVE_STONE,15000,None,0,HERO_EVOLVE_COST_7,30,2.76,1.7,None,None,0,160,2,Blue,20,,2,,2,,2,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,8,,0,ITEM_HERO_EVOLVE_STONE,30000,HERO_EGGYRA_PAPER,3,HERO_EVOLVE_COST_8,30,3.31,1.9,None,None,0,180,3,Purple,20,,2,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,9,,0,ITEM_HERO_EVOLVE_STONE,50000,HERO_EGGYRA_PAPER,6,HERO_EVOLVE_COST_9,30,4.32,2.2,None,None,0,200,3,Purple,25,,3,,3,,3,2,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,1,1
,,,10,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_PAPER,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,None,0,250,4,Orange,25,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,1,1
,,,11,,0,ITEM_HERO_EVOLVE_STONE,40000,HERO_EGGYRA_PAPER,5,HERO_EVOLVE_COST_11,30,5.7,2.5,Hp,LOC_ATTRIBUTE_HP,44000,260,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,1,1
,,,12,,0,ITEM_HERO_EVOLVE_STONE,80000,HERO_EGGYRA_PAPER,10,HERO_EVOLVE_COST_12,30,6.2,2.5,Damage,LOC_ATTRIBUTE_DAMAGE,2680,270,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,1,1
,,,13,,0,ITEM_HERO_EVOLVE_STONE,120000,HERO_EGGYRA_PAPER,15,HERO_EVOLVE_COST_13,30,6.8,2.5,Hp,LOC_ATTRIBUTE_HP,64000,280,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,1,1
,,,14,,0,ITEM_HERO_EVOLVE_STONE,160000,HERO_EGGYRA_PAPER,20,HERO_EVOLVE_COST_14,30,7.5,2.5,Damage,LOC_ATTRIBUTE_DAMAGE,4020,290,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,1,1
,,,15,,0,ITEM_HERO_EVOLVE_STONE,200000,HERO_EGGYRA_PAPER,25,HERO_EVOLVE_COST_15,30,8.3,2.5,Hp,LOC_ATTRIBUTE_HP,92000,300,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,1,1
HERO_EVOLVE_INCANTATION_SAMURAI,941,15,1,ITEM_EMBLEM_INCANTATION_SAMURAI,60,None,0,None,0,None,15,1,1,None,LOC_NONE,0,20,1,Green,0,TALENT_STRONG_FIELD,1,PASSIVE_SWEEPING_FLAMES,0,PASSIVE_FORBIDDEN_DEMOLITION,0,0,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,2,,0,ITEM_HERO_EVOLVE_STONE,250,None,0,None,15,1.1,1.1,None,LOC_NONE,0,40,2,Blue,10,,1,,0,,0,0,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,3,,0,ITEM_HERO_EVOLVE_STONE,1250,None,0,None,15,1.21,1.2,None,LOC_NONE,0,60,2,Blue,10,,1,,1,,0,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,4,,0,ITEM_HERO_EVOLVE_STONE,2000,None,0,None,15,1.67,1.3,None,LOC_NONE,0,80,2,Blue,20,,1,,1,,1,0,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,5,,0,ITEM_HERO_EVOLVE_STONE,4000,HERO_JAKK,1,HERO_EVOLVE_COST_5,15,1.92,1.4,None,LOC_NONE,0,120,2,Blue,20,,2,,1,,1,1,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,0
,,,6,,0,ITEM_HERO_EVOLVE_STONE,6000,None,0,HERO_EVOLVE_COST_6,15,2.3,1.5,None,LOC_NONE,0,140,2,Blue,20,,2,,2,,1,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,7,,0,ITEM_HERO_EVOLVE_STONE,15000,None,0,HERO_EVOLVE_COST_7,30,2.76,1.7,None,LOC_NONE,0,160,2,Blue,20,,2,,2,,2,1,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,8,,0,ITEM_HERO_EVOLVE_STONE,30000,HERO_EGGYRA_ROCK,3,HERO_EVOLVE_COST_8,30,3.31,1.9,None,LOC_NONE,0,180,3,Purple,20,,2,,3,,3,1,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,9,,0,ITEM_HERO_EVOLVE_STONE,50000,HERO_EGGYRA_ROCK,6,HERO_EVOLVE_COST_9,30,4.32,2.2,None,LOC_NONE,0,200,3,Purple,25,,3,,3,,3,2,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE#LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,10,,0,ITEM_HERO_EVOLVE_STONE,75000,HERO_EGGYRA_ROCK,12,HERO_EVOLVE_COST_10,30,5.2,2.5,None,LOC_NONE,0,250,4,Orange,25,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ACTIVE_SKILLS_UPGRADE#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,11,,0,ITEM_HERO_EVOLVE_STONE,40000,HERO_EGGYRA_ROCK,5,HERO_EVOLVE_COST_11,30,5.7,2.5,Hp,LOC_ATTRIBUTE_HP,36630,260,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,12,,0,ITEM_HERO_EVOLVE_STONE,80000,HERO_EGGYRA_ROCK,10,HERO_EVOLVE_COST_12,30,6.2,2.5,Damage,LOC_ATTRIBUTE_DAMAGE,3600,270,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,13,,0,ITEM_HERO_EVOLVE_STONE,120000,HERO_EGGYRA_ROCK,15,HERO_EVOLVE_COST_13,30,6.8,2.5,Hp,LOC_ATTRIBUTE_HP,53280,280,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,14,,0,ITEM_HERO_EVOLVE_STONE,160000,HERO_EGGYRA_ROCK,20,HERO_EVOLVE_COST_14,30,7.5,2.5,Damage,LOC_ATTRIBUTE_DAMAGE,5400,290,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
,,,15,,0,ITEM_HERO_EVOLVE_STONE,200000,HERO_EGGYRA_ROCK,25,HERO_EVOLVE_COST_15,30,8.3,2.5,Hp,LOC_ATTRIBUTE_HP,76590,300,4,Orange,10,,3,,3,,3,2,LOC_MONSTER_EVOLVE_ATTRIBUTES_UP#LOC_MONSTER_EVOLVE_MAX_LEVEL_2,0,1
